episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,gamma,avg_reward,avg_queue,throughput,avg_travel_time,episode_co2,co2_per_veh,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
233,250,GAT-DQN,0.01,0.9590361445783133,69900,300.0,9,0.001,0.99,-0.5455895061728394,16.895185185185184,473,59.05285412262157,102289404.91558467,216256.6700118069,300.0,0.5751924148698648,0.0,0.0,0.0,0.0
234,250,GAT-DQN,0.01,0.9614457831325302,70200,300.0,9,0.001,0.99,-0.463859259259259,14.373240740740743,468,52.5940170940171,92007258.79512775,196596.70682719606,300.0,0.5278878030180931,0.0,0.0,0.0,0.0
235,250,GAT-DQN,0.01,0.963855421686747,70500,300.0,9,0.001,0.99,-0.4653561728395064,14.453796296296296,474,57.118143459915615,93350812.58219597,196942.6425784725,300.0,0.5468157845238845,0.0,0.0,0.0,0.0
236,250,GAT-DQN,0.01,0.9662650602409638,70800,300.0,9,0.001,0.99,-0.4503549382716049,13.975462962962963,499,61.22645290581163,84929091.37740517,170198.57991463962,300.0,0.5706202173233033,0.0,0.0,0.0,0.0
237,250,GAT-DQN,0.01,0.9686746987951808,71100,300.0,9,0.001,0.99,-0.7606604938271604,23.34777777777778,402,52.28358208955224,119965967.06385817,298422.80364143825,300.0,0.551338865806659,0.0,0.0,0.0,0.0
238,250,GAT-DQN,0.01,0.9710843373493976,71400,300.0,9,0.001,0.99,-0.4842882716049383,15.01175925925926,427,54.332552693208434,93405749.00433758,218748.82670805053,300.0,0.5466367971897125,0.0,0.0,0.0,0.0
239,250,GAT-DQN,0.01,0.9734939759036144,71700,300.0,9,0.001,0.99,-0.5374432098765434,16.659074074074077,435,54.98850574712644,97260537.01975504,223587.4414247242,300.0,0.5275023827950159,0.0,0.0,0.0,0.0
240,250,GAT-DQN,0.01,0.9759036144578312,72000,300.0,9,0.001,0.99,-0.5184524691358027,15.992222222222223,444,53.042792792792795,91617635.37898993,206346.0256283557,300.0,0.590553099612395,0.0,0.0,0.0,0.0
241,250,GAT-DQN,0.01,0.9783132530120482,72300,300.0,9,0.001,0.99,-0.5348753086419754,16.602962962962962,445,64.15730337078652,99348806.4665589,223255.7448686717,300.0,0.531875909169515,0.0,0.0,0.0,0.0
242,250,GAT-DQN,0.01,0.9807228915662651,72600,300.0,9,0.001,0.99,-0.5715635802469138,17.704722222222223,491,59.75152749490835,111017984.17335065,226105.8740801439,300.0,0.5143025127549966,0.0,0.0,0.0,0.0
243,250,GAT-DQN,0.01,0.983132530120482,72900,300.0,9,0.001,0.99,-0.5187679012345676,16.007037037037033,489,61.14110429447853,94831902.87341115,193930.27172476717,300.0,0.5389593111972014,0.0,0.0,0.0,0.0
244,250,GAT-DQN,0.01,0.9855421686746988,73200,300.0,9,0.001,0.99,-0.5429635802469137,16.734074074074076,494,62.80971659919028,105520481.22470276,213604.2130054712,300.0,0.5830822595953942,0.0,0.0,0.0,0.0
245,250,GAT-DQN,0.01,0.9879518072289156,73500,300.0,9,0.001,0.99,-0.4539481481481481,14.05962962962963,476,52.195378151260506,91768293.88674122,192790.53337550675,300.0,0.5201769574483236,0.0,0.0,0.0,0.0
246,250,GAT-DQN,0.01,0.9903614457831326,73800,300.0,9,0.001,0.99,-0.5854654320987652,18.02166666666667,407,50.3980343980344,98157659.21711706,241173.6098700665,300.0,0.6767207417388758,0.0,0.0,0.0,0.0
247,250,GAT-DQN,0.01,0.9927710843373494,74100,300.0,9,0.001,0.99,-0.47496419753086455,14.6125,484,57.72727272727273,93980497.67575008,194174.58197469023,300.0,0.6432731691996256,0.0,0.0,0.0,0.0
248,250,GAT-DQN,0.01,0.9951807228915662,74400,300.0,9,0.001,0.99,-0.5390820987654323,16.58685185185185,438,56.01141552511415,95713170.8135253,218523.2210354459,300.0,0.5583734231690566,0.0,0.0,0.0,0.0
249,250,GAT-DQN,0.01,0.9975903614457831,74700,300.0,9,0.001,0.99,-0.6003709876543212,18.54407407407407,488,62.99180327868852,106339851.91132914,217909.53260518264,300.0,0.5570453512668609,0.0,0.0,0.0,0.0
250,250,GAT-DQN,0.01,1.0,75000,300.0,9,0.001,0.99,-0.48956419753086416,15.110462962962965,494,59.8663967611336,97045049.33931367,196447.46829820581,300.0,0.5144436229765416,0.0,0.0,0.0,0.0
